Teff,BCj,BCv,BC_Gp,U_Gp,B_Gp,Gp_V,Gp_Rc,Gp_Ic,Gp_T,Bp_Gp,Gp_Rp,Gp_J,Gp_H,Gp_K,BCje,BCve,BC_Gpe,U_Gpe,B_Gpe,Gp_Ve,Gp_Rce,Gp_Ice,Gp_Te,Bp_Gpe,Gp_Rpe,Gp_Je,Gp_He,Gp_Ke
2950.0,2.012,-3.434,-1.566,3.395,2.929,-1.868,-0.337,1.571,1.482,2.09,1.333,3.579,4.217,4.453,0.001,0.017,0.007,0.008,0.003,0.01,0.004,0.001,0.002,0.006,0.001,0.006,0.009,0.007
3000.0,1.992,-3.074,-1.4,3.504,2.892,-1.672,-0.252,1.556,1.421,1.91,1.298,3.393,4.005,4.242,0.012,0.199,0.096,0.161,0.033,0.102,0.051,0.008,0.037,0.093,0.02,0.114,0.118,0.116
3050.0,1.968,-2.861,-1.301,3.615,2.835,-1.559,-0.198,1.541,1.379,1.803,1.273,3.269,3.891,4.124,0.013,0.108,0.05,0.269,0.06,0.057,0.03,0.009,0.021,0.053,0.013,0.064,0.059,0.06
3100.0,1.952,-2.706,-1.238,3.526,2.749,-1.469,-0.163,1.522,1.349,1.714,1.251,3.19,3.817,4.043,0.013,0.11,0.053,0.213,0.045,0.058,0.033,0.011,0.023,0.054,0.015,0.068,0.067,0.065
3150.0,1.936,-2.594,-1.192,3.425,2.664,-1.399,-0.137,1.504,1.326,1.642,1.233,3.13,3.771,3.987,0.016,0.163,0.08,0.174,0.035,0.082,0.051,0.018,0.033,0.077,0.022,0.098,0.112,0.104
3200.0,1.917,-2.455,-1.135,3.381,2.587,-1.319,-0.103,1.483,1.297,1.564,1.212,3.052,3.705,3.916,0.016,0.181,0.089,0.151,0.03,0.092,0.056,0.023,0.037,0.088,0.025,0.107,0.13,0.12
3250.0,1.897,-2.332,-1.081,3.346,2.521,-1.25,-0.072,1.463,1.27,1.495,1.192,2.98,3.647,3.853,0.014,0.178,0.091,0.117,0.025,0.086,0.054,0.025,0.036,0.083,0.025,0.105,0.138,0.126
3300.0,1.878,-2.224,-1.037,3.32,2.465,-1.188,-0.044,1.442,1.245,1.434,1.173,2.915,3.595,3.799,0.013,0.195,0.104,0.099,0.021,0.091,0.059,0.03,0.04,0.089,0.029,0.117,0.162,0.149
3350.0,1.856,-2.108,-0.985,3.3,2.409,-1.123,-0.012,1.419,1.216,1.37,1.151,2.842,3.535,3.737,0.01,0.176,0.097,0.066,0.02,0.077,0.051,0.03,0.036,0.077,0.026,0.106,0.157,0.146
3400.0,1.833,-1.996,-0.936,3.285,2.347,-1.06,0.019,1.393,1.188,1.307,1.129,2.771,3.478,3.676,0.006,0.124,0.072,0.03,0.014,0.052,0.033,0.022,0.025,0.052,0.019,0.076,0.12,0.11
3450.0,1.815,-1.818,-0.84,3.309,2.319,-0.978,0.068,1.355,1.147,1.225,1.097,2.657,3.329,3.535,0.008,0.094,0.055,0.054,0.012,0.04,0.03,0.022,0.023,0.041,0.018,0.066,0.085,0.082
3500.0,1.794,-1.788,-0.842,3.274,2.265,-0.949,0.076,1.34,1.134,1.196,1.085,2.634,3.361,3.554,0.007,0.143,0.095,0.018,0.019,0.051,0.038,0.029,0.029,0.053,0.023,0.094,0.169,0.155
3550.0,1.773,-1.704,-0.801,3.263,2.218,-0.901,0.101,1.313,1.109,1.148,1.065,2.577,3.319,3.506,0.008,0.134,0.09,0.014,0.018,0.045,0.032,0.026,0.026,0.047,0.02,0.09,0.171,0.154
3600.0,1.752,-1.605,-0.754,3.258,2.174,-0.849,0.129,1.282,1.081,1.096,1.041,2.508,3.264,3.445,0.008,0.12,0.083,0.02,0.016,0.034,0.026,0.022,0.021,0.035,0.017,0.081,0.166,0.146
3650.0,1.731,-1.505,-0.706,3.255,2.134,-0.799,0.158,1.249,1.052,1.046,1.017,2.437,3.204,3.38,0.008,0.091,0.07,0.033,0.015,0.027,0.02,0.02,0.018,0.028,0.014,0.067,0.139,0.126
3700.0,1.71,-1.415,-0.659,3.251,2.094,-0.754,0.183,1.218,1.025,1.001,0.994,2.372,3.144,3.315,0.008,0.085,0.066,0.048,0.015,0.02,0.016,0.016,0.014,0.021,0.011,0.064,0.139,0.119
3750.0,1.691,-1.326,-0.615,3.238,2.053,-0.71,0.208,1.185,0.998,0.955,0.97,2.307,3.085,3.251,0.006,0.068,0.055,0.051,0.016,0.016,0.012,0.014,0.012,0.017,0.01,0.053,0.125,0.107
3800.0,1.674,-1.242,-0.571,3.216,2.013,-0.67,0.227,1.154,0.973,0.915,0.948,2.245,3.024,3.184,0.006,0.047,0.043,0.044,0.015,0.014,0.009,0.012,0.01,0.014,0.008,0.041,0.098,0.085
3850.0,1.657,-1.168,-0.535,3.2,1.973,-0.637,0.245,1.127,0.951,0.883,0.929,2.191,2.979,3.132,0.006,0.037,0.037,0.048,0.015,0.013,0.007,0.011,0.008,0.013,0.007,0.034,0.083,0.073
3900.0,1.64,-1.102,-0.502,3.183,1.932,-0.604,0.26,1.097,0.928,0.85,0.909,2.142,2.939,3.087,0.006,0.032,0.029,0.049,0.015,0.012,0.006,0.011,0.008,0.012,0.008,0.027,0.073,0.066
3950.0,1.625,-1.033,-0.464,3.155,1.89,-0.572,0.274,1.068,0.906,0.818,0.889,2.088,2.892,3.03,0.006,0.029,0.025,0.045,0.016,0.012,0.005,0.011,0.008,0.012,0.007,0.025,0.058,0.054
4000.0,1.61,-0.967,-0.425,3.107,1.849,-0.543,0.286,1.041,0.885,0.789,0.87,2.034,2.831,2.963,0.005,0.023,0.02,0.043,0.016,0.011,0.004,0.009,0.007,0.01,0.006,0.02,0.047,0.043
4050.0,1.596,-0.905,-0.391,3.059,1.805,-0.515,0.295,1.015,0.866,0.761,0.852,1.987,2.774,2.904,0.005,0.025,0.017,0.036,0.017,0.013,0.003,0.01,0.008,0.011,0.007,0.02,0.04,0.04
4100.0,1.583,-0.843,-0.356,2.996,1.763,-0.489,0.302,0.991,0.847,0.736,0.835,1.938,2.712,2.837,0.005,0.02,0.014,0.029,0.014,0.012,0.002,0.009,0.007,0.01,0.006,0.018,0.032,0.033
4150.0,1.57,-0.79,-0.325,2.928,1.719,-0.466,0.308,0.967,0.828,0.711,0.817,1.896,2.654,2.774,0.005,0.023,0.013,0.028,0.017,0.014,0.002,0.01,0.007,0.011,0.007,0.016,0.026,0.027
4200.0,1.559,-0.737,-0.293,2.857,1.677,-0.442,0.312,0.946,0.812,0.69,0.802,1.851,2.594,2.71,0.004,0.018,0.011,0.026,0.015,0.013,0.001,0.008,0.006,0.009,0.006,0.015,0.023,0.023
4250.0,1.546,-0.686,-0.264,2.783,1.636,-0.421,0.315,0.926,0.796,0.669,0.787,1.811,2.54,2.653,0.005,0.019,0.011,0.028,0.015,0.012,0.001,0.008,0.006,0.008,0.006,0.014,0.022,0.023
4300.0,1.534,-0.639,-0.238,2.705,1.593,-0.4,0.316,0.907,0.78,0.649,0.772,1.771,2.486,2.595,0.005,0.019,0.01,0.032,0.016,0.012,0.0,0.008,0.007,0.009,0.006,0.015,0.021,0.023
4350.0,1.522,-0.594,-0.212,2.62,1.552,-0.381,0.316,0.889,0.766,0.63,0.758,1.734,2.433,2.537,0.005,0.017,0.009,0.032,0.015,0.013,0.001,0.008,0.006,0.008,0.006,0.014,0.02,0.021
4400.0,1.51,-0.552,-0.188,2.531,1.51,-0.363,0.316,0.874,0.752,0.613,0.745,1.698,2.38,2.481,0.005,0.016,0.009,0.034,0.016,0.012,0.001,0.006,0.005,0.007,0.005,0.013,0.019,0.021
4450.0,1.498,-0.512,-0.166,2.445,1.47,-0.345,0.314,0.858,0.738,0.595,0.732,1.664,2.327,2.424,0.005,0.016,0.009,0.034,0.015,0.011,0.001,0.006,0.005,0.007,0.005,0.013,0.019,0.02
4500.0,1.485,-0.474,-0.144,2.361,1.432,-0.329,0.313,0.844,0.725,0.579,0.72,1.63,2.277,2.371,0.005,0.013,0.007,0.029,0.013,0.01,0.001,0.005,0.005,0.006,0.005,0.012,0.018,0.019
4550.0,1.473,-0.44,-0.125,2.283,1.396,-0.314,0.311,0.829,0.713,0.564,0.708,1.598,2.23,2.32,0.005,0.013,0.008,0.03,0.014,0.01,0.001,0.005,0.005,0.006,0.005,0.012,0.019,0.02
4600.0,1.461,-0.406,-0.105,2.204,1.361,-0.302,0.31,0.816,0.7,0.549,0.696,1.566,2.182,2.268,0.005,0.012,0.006,0.03,0.011,0.011,0.002,0.005,0.005,0.005,0.004,0.01,0.016,0.016
4650.0,1.448,-0.377,-0.087,2.13,1.327,-0.291,0.308,0.804,0.689,0.536,0.685,1.535,2.133,2.217,0.005,0.012,0.007,0.027,0.014,0.009,0.002,0.005,0.005,0.005,0.004,0.013,0.019,0.02
4700.0,1.434,-0.347,-0.07,2.059,1.291,-0.277,0.306,0.791,0.678,0.522,0.674,1.503,2.085,2.166,0.005,0.01,0.006,0.025,0.011,0.007,0.001,0.004,0.004,0.005,0.004,0.011,0.016,0.018
4750.0,1.42,-0.319,-0.055,1.982,1.26,-0.265,0.303,0.778,0.666,0.508,0.662,1.475,2.042,2.12,0.005,0.011,0.005,0.027,0.011,0.007,0.001,0.005,0.005,0.005,0.004,0.01,0.016,0.017
4800.0,1.407,-0.293,-0.04,1.913,1.229,-0.254,0.301,0.766,0.656,0.496,0.653,1.447,1.999,2.074,0.005,0.009,0.005,0.024,0.01,0.006,0.001,0.004,0.003,0.004,0.003,0.01,0.015,0.016
4850.0,1.392,-0.267,-0.025,1.844,1.2,-0.243,0.298,0.754,0.645,0.484,0.642,1.418,1.956,2.029,0.006,0.01,0.006,0.027,0.012,0.007,0.001,0.005,0.004,0.005,0.004,0.011,0.017,0.019
4900.0,1.378,-0.244,-0.013,1.778,1.172,-0.232,0.296,0.743,0.635,0.473,0.632,1.391,1.913,1.984,0.006,0.008,0.005,0.021,0.011,0.004,0.001,0.005,0.004,0.004,0.004,0.011,0.017,0.018
4950.0,1.364,-0.223,-0.0,1.717,1.144,-0.222,0.293,0.732,0.625,0.461,0.623,1.364,1.874,1.943,0.005,0.008,0.004,0.023,0.009,0.005,0.001,0.004,0.004,0.004,0.004,0.008,0.013,0.014
5000.0,1.349,-0.199,0.012,1.649,1.116,-0.212,0.29,0.72,0.613,0.45,0.611,1.337,1.831,1.898,0.006,0.008,0.004,0.027,0.01,0.005,0.001,0.004,0.004,0.004,0.004,0.01,0.015,0.015
5050.0,1.334,-0.181,0.022,1.591,1.09,-0.204,0.287,0.709,0.603,0.44,0.601,1.313,1.795,1.859,0.006,0.007,0.005,0.024,0.011,0.004,0.001,0.004,0.004,0.004,0.004,0.01,0.015,0.016
5100.0,1.319,-0.162,0.033,1.524,1.064,-0.196,0.285,0.698,0.592,0.429,0.591,1.285,1.755,1.817,0.005,0.006,0.003,0.02,0.007,0.004,0.001,0.003,0.003,0.003,0.003,0.008,0.012,0.013
5150.0,1.304,-0.145,0.042,1.469,1.04,-0.188,0.282,0.688,0.584,0.42,0.582,1.263,1.719,1.78,0.007,0.007,0.004,0.023,0.01,0.004,0.001,0.004,0.004,0.004,0.004,0.01,0.015,0.016
5200.0,1.288,-0.13,0.051,1.408,1.014,-0.181,0.279,0.678,0.574,0.41,0.573,1.237,1.682,1.74,0.006,0.006,0.003,0.023,0.009,0.003,0.001,0.004,0.003,0.003,0.003,0.009,0.013,0.014
5250.0,1.273,-0.116,0.059,1.356,0.991,-0.174,0.276,0.668,0.567,0.401,0.566,1.214,1.648,1.704,0.006,0.005,0.003,0.02,0.009,0.003,0.001,0.004,0.003,0.004,0.003,0.01,0.015,0.015
5300.0,1.257,-0.101,0.067,1.298,0.966,-0.168,0.273,0.658,0.558,0.391,0.557,1.19,1.612,1.666,0.006,0.006,0.003,0.023,0.009,0.003,0.001,0.004,0.003,0.004,0.004,0.009,0.014,0.014
5350.0,1.24,-0.088,0.073,1.242,0.941,-0.162,0.27,0.648,0.549,0.382,0.548,1.168,1.577,1.63,0.006,0.004,0.003,0.02,0.008,0.002,0.001,0.004,0.003,0.003,0.003,0.009,0.012,0.013
5400.0,1.224,-0.076,0.08,1.191,0.918,-0.156,0.267,0.638,0.54,0.373,0.539,1.144,1.544,1.593,0.006,0.005,0.002,0.018,0.009,0.002,0.001,0.003,0.003,0.004,0.003,0.008,0.012,0.012
5450.0,1.208,-0.065,0.086,1.143,0.895,-0.151,0.263,0.629,0.531,0.365,0.53,1.122,1.513,1.561,0.006,0.004,0.002,0.019,0.008,0.002,0.001,0.004,0.004,0.003,0.003,0.008,0.012,0.013
5500.0,1.191,-0.055,0.091,1.093,0.873,-0.146,0.26,0.619,0.522,0.356,0.521,1.101,1.48,1.526,0.006,0.004,0.002,0.018,0.009,0.002,0.001,0.004,0.003,0.003,0.003,0.008,0.012,0.013
5550.0,1.174,-0.045,0.096,1.044,0.851,-0.141,0.256,0.609,0.513,0.347,0.512,1.078,1.448,1.493,0.007,0.004,0.002,0.018,0.009,0.002,0.001,0.004,0.004,0.004,0.004,0.008,0.013,0.013
5600.0,1.158,-0.037,0.1,1.003,0.83,-0.136,0.253,0.6,0.505,0.339,0.504,1.058,1.419,1.462,0.006,0.003,0.001,0.015,0.009,0.002,0.001,0.004,0.003,0.003,0.003,0.007,0.011,0.011
5650.0,1.142,-0.028,0.104,0.963,0.808,-0.132,0.249,0.59,0.496,0.331,0.496,1.038,1.389,1.431,0.006,0.003,0.001,0.017,0.008,0.002,0.001,0.004,0.003,0.003,0.003,0.008,0.011,0.012
5700.0,1.125,-0.021,0.107,0.92,0.788,-0.128,0.246,0.581,0.488,0.324,0.488,1.018,1.36,1.4,0.006,0.003,0.001,0.016,0.008,0.002,0.001,0.003,0.003,0.003,0.003,0.007,0.01,0.011
5750.0,1.108,-0.013,0.11,0.879,0.767,-0.124,0.243,0.571,0.479,0.316,0.479,0.998,1.329,1.369,0.007,0.004,0.001,0.016,0.009,0.002,0.001,0.004,0.003,0.003,0.003,0.008,0.01,0.011
5800.0,1.091,-0.007,0.113,0.84,0.748,-0.12,0.24,0.562,0.471,0.309,0.471,0.978,1.302,1.339,0.006,0.003,0.001,0.018,0.008,0.002,0.002,0.003,0.003,0.003,0.003,0.007,0.009,0.01
5850.0,1.074,-0.001,0.115,0.803,0.73,-0.116,0.237,0.553,0.463,0.301,0.463,0.959,1.275,1.311,0.006,0.003,0.001,0.02,0.008,0.002,0.002,0.004,0.003,0.003,0.003,0.007,0.011,0.012
5900.0,1.057,0.004,0.117,0.769,0.71,-0.112,0.234,0.544,0.455,0.294,0.455,0.94,1.247,1.282,0.006,0.003,0.001,0.018,0.009,0.002,0.002,0.004,0.003,0.003,0.003,0.007,0.011,0.011
5950.0,1.04,0.01,0.118,0.733,0.692,-0.109,0.23,0.535,0.447,0.287,0.447,0.921,1.22,1.254,0.006,0.003,0.001,0.018,0.009,0.002,0.002,0.004,0.003,0.003,0.003,0.007,0.01,0.01
6000.0,1.023,0.014,0.12,0.702,0.674,-0.105,0.227,0.526,0.439,0.28,0.439,0.901,1.193,1.225,0.006,0.003,0.001,0.022,0.009,0.002,0.002,0.004,0.003,0.003,0.003,0.007,0.01,0.01
6050.0,1.006,0.019,0.121,0.67,0.657,-0.102,0.224,0.517,0.431,0.273,0.431,0.883,1.167,1.198,0.006,0.003,0.001,0.02,0.008,0.002,0.002,0.004,0.003,0.003,0.003,0.007,0.011,0.01
6100.0,0.989,0.023,0.121,0.643,0.64,-0.099,0.221,0.508,0.423,0.267,0.423,0.866,1.142,1.172,0.006,0.003,0.001,0.019,0.009,0.002,0.002,0.004,0.003,0.002,0.003,0.007,0.009,0.01
6150.0,0.972,0.026,0.122,0.614,0.624,-0.096,0.217,0.5,0.416,0.26,0.416,0.848,1.118,1.146,0.007,0.003,0.001,0.017,0.008,0.002,0.002,0.004,0.003,0.003,0.004,0.007,0.011,0.011
6200.0,0.954,0.03,0.122,0.589,0.606,-0.092,0.214,0.49,0.407,0.253,0.407,0.829,1.09,1.118,0.007,0.003,0.001,0.02,0.01,0.002,0.002,0.004,0.003,0.003,0.004,0.007,0.01,0.01
6250.0,0.936,0.033,0.123,0.564,0.591,-0.089,0.211,0.482,0.4,0.247,0.4,0.811,1.066,1.092,0.006,0.003,0.0,0.018,0.01,0.002,0.002,0.005,0.004,0.003,0.004,0.007,0.011,0.011
6300.0,0.92,0.036,0.123,0.539,0.576,-0.086,0.208,0.474,0.392,0.241,0.392,0.794,1.042,1.068,0.006,0.002,0.0,0.015,0.009,0.002,0.002,0.005,0.004,0.003,0.004,0.007,0.011,0.011
6350.0,0.903,0.039,0.122,0.518,0.56,-0.083,0.204,0.465,0.385,0.235,0.385,0.777,1.018,1.042,0.007,0.002,0.001,0.016,0.009,0.002,0.002,0.005,0.004,0.003,0.004,0.007,0.012,0.011
6400.0,0.885,0.042,0.122,0.497,0.545,-0.08,0.201,0.456,0.377,0.229,0.377,0.76,0.994,1.017,0.007,0.002,0.001,0.015,0.009,0.002,0.002,0.005,0.004,0.003,0.004,0.008,0.011,0.011
6450.0,0.868,0.044,0.122,0.478,0.53,-0.077,0.198,0.448,0.37,0.223,0.37,0.743,0.971,0.993,0.007,0.002,0.001,0.013,0.008,0.002,0.002,0.005,0.004,0.003,0.004,0.007,0.011,0.011
6500.0,0.851,0.046,0.121,0.46,0.516,-0.075,0.195,0.44,0.363,0.218,0.362,0.726,0.947,0.969,0.006,0.002,0.001,0.012,0.008,0.002,0.002,0.005,0.004,0.003,0.004,0.007,0.011,0.011
6550.0,0.833,0.049,0.121,0.443,0.502,-0.072,0.192,0.431,0.355,0.212,0.355,0.711,0.925,0.946,0.006,0.002,0.001,0.012,0.008,0.002,0.002,0.005,0.004,0.003,0.004,0.008,0.012,0.011
6600.0,0.817,0.051,0.12,0.427,0.488,-0.069,0.188,0.422,0.348,0.207,0.347,0.694,0.902,0.922,0.006,0.002,0.001,0.011,0.008,0.002,0.002,0.005,0.004,0.003,0.004,0.007,0.011,0.011
6650.0,0.799,0.053,0.119,0.413,0.474,-0.066,0.185,0.414,0.34,0.201,0.34,0.678,0.879,0.898,0.007,0.002,0.001,0.01,0.008,0.002,0.002,0.005,0.004,0.003,0.004,0.008,0.012,0.011
6700.0,0.783,0.055,0.118,0.399,0.462,-0.063,0.182,0.406,0.333,0.196,0.332,0.662,0.857,0.875,0.007,0.002,0.001,0.009,0.007,0.002,0.002,0.004,0.004,0.003,0.004,0.008,0.011,0.011
6750.0,0.766,0.056,0.117,0.386,0.448,-0.06,0.179,0.397,0.326,0.19,0.325,0.645,0.833,0.851,0.006,0.002,0.001,0.01,0.007,0.002,0.002,0.004,0.004,0.003,0.004,0.007,0.01,0.01
6800.0,0.749,0.058,0.116,0.374,0.436,-0.058,0.176,0.389,0.319,0.185,0.318,0.63,0.813,0.831,0.007,0.002,0.001,0.009,0.006,0.001,0.002,0.004,0.004,0.003,0.004,0.008,0.011,0.011
6850.0,0.731,0.059,0.115,0.363,0.424,-0.055,0.173,0.38,0.312,0.18,0.31,0.614,0.791,0.807,0.006,0.001,0.001,0.008,0.007,0.002,0.002,0.005,0.004,0.003,0.004,0.008,0.011,0.011
6900.0,0.715,0.061,0.113,0.353,0.411,-0.052,0.17,0.371,0.304,0.175,0.302,0.598,0.768,0.784,0.007,0.001,0.001,0.008,0.008,0.002,0.002,0.006,0.004,0.003,0.005,0.009,0.013,0.013
6950.0,0.697,0.062,0.112,0.343,0.4,-0.049,0.167,0.363,0.298,0.17,0.296,0.583,0.747,0.763,0.006,0.001,0.001,0.007,0.007,0.002,0.002,0.005,0.004,0.003,0.004,0.008,0.012,0.012
7000.0,0.681,0.063,0.11,0.334,0.389,-0.047,0.164,0.355,0.291,0.165,0.288,0.568,0.726,0.742,0.006,0.001,0.001,0.007,0.007,0.002,0.002,0.005,0.004,0.003,0.004,0.008,0.012,0.011
7050.0,0.663,0.064,0.109,0.326,0.376,-0.044,0.16,0.346,0.283,0.16,0.281,0.551,0.703,0.718,0.006,0.001,0.001,0.008,0.009,0.002,0.002,0.007,0.005,0.003,0.005,0.01,0.014,0.014
7100.0,0.646,0.066,0.107,0.318,0.364,-0.041,0.157,0.337,0.276,0.155,0.273,0.536,0.681,0.697,0.006,0.002,0.002,0.01,0.012,0.003,0.003,0.009,0.007,0.005,0.007,0.012,0.02,0.017
7150.0,0.629,0.071,0.109,0.321,0.351,-0.038,0.154,0.328,0.269,0.15,0.265,0.519,0.659,0.673,0.007,0.007,0.006,0.027,0.013,0.003,0.004,0.01,0.007,0.005,0.008,0.013,0.019,0.018
7200.0,0.611,0.072,0.108,0.313,0.339,-0.035,0.151,0.319,0.261,0.145,0.258,0.503,0.637,0.651,0.005,0.008,0.007,0.027,0.014,0.003,0.004,0.011,0.008,0.005,0.008,0.013,0.02,0.017
7250.0,0.594,0.082,0.112,0.327,0.317,-0.03,0.145,0.303,0.25,0.137,0.245,0.483,0.607,0.624,0.007,0.021,0.015,0.051,0.024,0.004,0.006,0.017,0.011,0.007,0.012,0.016,0.026,0.022
7300.0,0.579,0.076,0.105,0.301,0.315,-0.029,0.144,0.3,0.246,0.135,0.241,0.472,0.593,0.608,0.006,0.012,0.009,0.029,0.019,0.004,0.005,0.014,0.009,0.006,0.01,0.015,0.022,0.02
7350.0,0.563,0.075,0.103,0.295,0.305,-0.027,0.141,0.292,0.24,0.131,0.235,0.458,0.575,0.589,0.006,0.01,0.009,0.027,0.016,0.003,0.004,0.011,0.008,0.005,0.009,0.013,0.021,0.018
7400.0,0.546,0.082,0.106,0.304,0.29,-0.023,0.137,0.28,0.231,0.125,0.226,0.441,0.552,0.565,0.006,0.021,0.017,0.047,0.021,0.004,0.005,0.014,0.009,0.007,0.011,0.015,0.023,0.021
7450.0,0.529,0.083,0.103,0.296,0.275,-0.021,0.132,0.269,0.223,0.12,0.216,0.427,0.53,0.546,0.006,0.022,0.016,0.043,0.025,0.004,0.006,0.017,0.011,0.008,0.012,0.017,0.026,0.023
7500.0,0.513,0.077,0.097,0.28,0.275,-0.02,0.131,0.266,0.219,0.118,0.213,0.415,0.517,0.53,0.006,0.015,0.011,0.028,0.019,0.003,0.005,0.014,0.009,0.006,0.01,0.016,0.024,0.022
7550.0,0.493,0.077,0.095,0.274,0.262,-0.017,0.128,0.256,0.211,0.113,0.205,0.399,0.495,0.508,0.006,0.015,0.013,0.03,0.022,0.004,0.006,0.015,0.01,0.007,0.011,0.018,0.027,0.025
7600.0,0.476,0.077,0.093,0.271,0.255,-0.015,0.125,0.249,0.205,0.109,0.198,0.385,0.477,0.489,0.006,0.015,0.014,0.033,0.018,0.003,0.005,0.013,0.009,0.006,0.01,0.017,0.024,0.023
7650.0,0.46,0.077,0.09,0.262,0.245,-0.013,0.122,0.241,0.199,0.105,0.192,0.373,0.461,0.473,0.006,0.015,0.013,0.029,0.02,0.003,0.005,0.014,0.009,0.006,0.01,0.016,0.024,0.021
7700.0,0.443,0.081,0.09,0.263,0.227,-0.009,0.116,0.227,0.188,0.098,0.18,0.352,0.432,0.444,0.007,0.021,0.015,0.034,0.029,0.003,0.008,0.019,0.013,0.009,0.015,0.021,0.028,0.026
7750.0,0.426,0.073,0.083,0.246,0.23,-0.009,0.117,0.227,0.187,0.098,0.18,0.347,0.427,0.437,0.006,0.01,0.01,0.022,0.013,0.002,0.004,0.011,0.007,0.005,0.008,0.014,0.018,0.018
7800.0,0.409,0.072,0.079,0.239,0.217,-0.007,0.113,0.217,0.18,0.094,0.172,0.333,0.408,0.418,0.006,0.01,0.01,0.021,0.017,0.002,0.005,0.011,0.007,0.005,0.008,0.013,0.018,0.017
7850.0,0.393,0.07,0.075,0.229,0.211,-0.005,0.11,0.211,0.174,0.09,0.165,0.319,0.39,0.401,0.007,0.007,0.007,0.015,0.013,0.002,0.004,0.01,0.007,0.004,0.007,0.012,0.016,0.016
7900.0,0.376,0.067,0.07,0.22,0.203,-0.003,0.107,0.203,0.167,0.086,0.159,0.307,0.374,0.384,0.007,0.004,0.005,0.01,0.011,0.001,0.004,0.009,0.007,0.004,0.007,0.012,0.016,0.015
7950.0,0.361,0.064,0.066,0.211,0.195,-0.001,0.105,0.197,0.162,0.083,0.153,0.295,0.359,0.368,0.008,0.001,0.004,0.007,0.008,0.001,0.003,0.006,0.005,0.003,0.005,0.009,0.011,0.012
8000.0,0.345,0.062,0.063,0.205,0.186,0.001,0.101,0.189,0.155,0.079,0.146,0.282,0.341,0.35,0.007,0.001,0.003,0.005,0.007,0.001,0.002,0.006,0.004,0.002,0.005,0.008,0.01,0.01
8050.0,0.327,0.061,0.059,0.199,0.177,0.002,0.098,0.18,0.149,0.075,0.139,0.269,0.324,0.334,0.007,0.002,0.003,0.005,0.007,0.001,0.003,0.006,0.004,0.003,0.005,0.008,0.01,0.009
8100.0,0.309,0.059,0.055,0.194,0.167,0.004,0.094,0.172,0.142,0.072,0.132,0.256,0.308,0.316,0.007,0.002,0.003,0.005,0.008,0.001,0.003,0.005,0.004,0.002,0.004,0.006,0.007,0.007
8150.0,0.292,0.056,0.051,0.188,0.158,0.005,0.091,0.164,0.135,0.068,0.125,0.243,0.291,0.3,0.007,0.002,0.004,0.005,0.008,0.001,0.003,0.006,0.005,0.003,0.005,0.008,0.01,0.01
8200.0,0.277,0.053,0.047,0.182,0.151,0.007,0.088,0.157,0.129,0.064,0.119,0.231,0.276,0.285,0.007,0.003,0.004,0.005,0.007,0.001,0.003,0.006,0.004,0.003,0.005,0.008,0.009,0.009
8250.0,0.26,0.05,0.042,0.176,0.142,0.008,0.084,0.149,0.123,0.06,0.112,0.218,0.26,0.268,0.007,0.003,0.004,0.006,0.007,0.001,0.003,0.006,0.005,0.003,0.005,0.008,0.01,0.01
8300.0,0.241,0.046,0.037,0.169,0.132,0.009,0.08,0.141,0.116,0.056,0.105,0.205,0.244,0.252,0.006,0.003,0.004,0.006,0.008,0.001,0.003,0.007,0.006,0.003,0.006,0.009,0.011,0.011
8350.0,0.226,0.043,0.032,0.163,0.124,0.01,0.077,0.134,0.111,0.053,0.099,0.195,0.231,0.239,0.008,0.003,0.004,0.006,0.007,0.001,0.003,0.006,0.004,0.003,0.005,0.007,0.008,0.008
8400.0,0.21,0.038,0.027,0.156,0.116,0.012,0.074,0.127,0.104,0.05,0.093,0.183,0.216,0.224,0.007,0.003,0.003,0.005,0.007,0.001,0.003,0.006,0.004,0.002,0.004,0.007,0.008,0.008
8450.0,0.191,0.034,0.021,0.149,0.108,0.013,0.07,0.119,0.099,0.046,0.087,0.172,0.202,0.209,0.006,0.003,0.003,0.005,0.006,0.001,0.002,0.005,0.004,0.002,0.004,0.007,0.009,0.009
8500.0,0.175,0.029,0.016,0.142,0.1,0.013,0.067,0.112,0.093,0.043,0.08,0.161,0.189,0.195,0.006,0.004,0.005,0.005,0.007,0.001,0.003,0.006,0.004,0.003,0.005,0.007,0.009,0.008
8550.0,0.159,0.024,0.01,0.134,0.094,0.014,0.064,0.106,0.088,0.04,0.075,0.151,0.176,0.183,0.007,0.003,0.003,0.003,0.006,0.001,0.003,0.005,0.004,0.002,0.004,0.007,0.008,0.008
8600.0,0.143,0.019,0.003,0.126,0.087,0.015,0.061,0.1,0.082,0.037,0.069,0.14,0.164,0.17,0.007,0.003,0.004,0.003,0.005,0.001,0.002,0.004,0.003,0.002,0.004,0.006,0.007,0.007
8650.0,0.125,0.013,-0.003,0.117,0.08,0.016,0.058,0.093,0.077,0.035,0.064,0.13,0.151,0.156,0.006,0.003,0.004,0.003,0.006,0.001,0.003,0.005,0.003,0.002,0.004,0.006,0.008,0.007
8700.0,0.109,0.007,-0.01,0.108,0.072,0.017,0.055,0.087,0.072,0.032,0.058,0.12,0.139,0.144,0.007,0.003,0.004,0.004,0.006,0.001,0.002,0.005,0.003,0.002,0.004,0.006,0.007,0.007
